Id,SalePrice
1461,118620.421947
1462,157420.742784
1463,189029.524523
1464,195169.807913
1465,193744.572568
1466,173353.427546
1467,177427.597988
1468,162713.204337
1469,193749.116556
1470,117956.831485
1471,194302.433846
1472,96620.8538593
1473,97631.2640054
1474,145901.886158
1475,111666.934884
1476,368666.176816
1477,244951.441127
1478,292580.002536
1479,290186.231625
1480,487832.726204
1481,314049.287862
1482,206219.746149
1483,178945.592157
1484,164481.623521
1485,189660.386953
1486,193081.64346
1487,326717.47351
1488,226609.890786
1489,200907.280414
1490,231911.734715
1491,191775.471919
1492,91040.1159867
1493,192342.752828
1494,287499.913071
1495,285681.994521
1496,240087.609183
1497,183127.837449
1498,171092.711334
1499,163192.516635
1500,155623.838305
1501,178142.205566
1502,151371.885499
1503,269136.097489
1504,245798.6838
1505,227769.199863
1506,188993.960095
1507,242806.660517
1508,205046.459586
1509,157441.569254
1510,144279.097622
1511,152052.48088
1512,173684.120737
1513,152474.321617
1514,149850.069116
1515,199143.353979
1516,153280.492357
1517,175740.530407
1518,130091.113514
1519,217885.188292
1520,131990.52945
1521,134949.395858
1522,174444.363642
1523,110496.444289
1524,124300.370608
1525,116005.969382
1526,110449.281199
1527,112304.590214
1528,129838.511897
1529,148575.618363
1530,174419.283346
1531,103640.022586
1532,92370.9584632
1533,143005.701984
1534,122785.636501
1535,150921.039248
1536,108407.81713
1537,59079.886227
1538,145929.872252
1539,205384.01225
1540,94814.7420949
1541,136460.490507
1542,141571.574812
1543,192559.693733
1544,81705.1810284
1545,109308.027083
1546,136450.392248
1547,130000.307851
1548,134789.387376
1549,114768.816806
1550,136783.796369
1551,107128.637515
1552,133478.446121
1553,141864.844009
1554,117718.394868
1555,171632.003282
1556,82286.8373138
1557,99078.0690603
1558,98210.9960897
1559,75486.50287
1560,132404.590575
1561,125929.54403
1562,131523.491158
1563,122709.589727
1564,155533.303946
1565,144649.11762
1566,243017.712135
1567,75085.5832238
1568,225742.518021
1569,130638.718357
1570,143413.232929
1571,124548.218221
1572,141421.581577
1573,250251.955502
1574,116486.284888
1575,224934.571953
1576,238384.655217
1577,185398.744187
1578,146411.179428
1579,143626.764397
1580,195263.459585
1581,154614.744282
1582,123337.370905
1583,298412.148422
1584,213457.360844
1585,138133.72452
1586,63619.5957511
1587,105406.652454
1588,147871.629692
1589,93234.3053541
1590,133631.006146
1591,91281.0897015
1592,123456.061589
1593,126052.545083
1594,122293.01952
1595,110338.444417
1596,222916.334974
1597,189272.91765
1598,227426.379405
1599,172072.615301
1600,167725.313614
1601,63255.3806865
1602,113197.593774
1603,79481.2391057
1604,259333.494906
1605,244899.009664
1606,169850.648708
1607,173578.515498
1608,218143.938656
1609,183937.152405
1610,156343.484922
1611,144827.448482
1612,169489.310763
1613,164212.85884
1614,122976.334815
1615,90625.9967133
1616,76320.3085351
1617,92668.7504873
1618,128259.327129
1619,140081.495887
1620,159764.814368
1621,138286.158666
1622,139954.125486
1623,266416.042156
1624,214325.464459
1625,119359.175377
1626,163937.77277
1627,188345.672076
1628,273341.340044
1629,186748.693806
1630,330422.323677
1631,216980.514024
1632,236329.905603
1633,176079.35988
1634,184967.026434
1635,178790.439481
1636,152736.80172
1637,193516.282302
1638,186452.035606
1639,188131.932427
1640,255945.86404
1641,182924.03322
1642,245140.348512
1643,218280.833894
1644,235297.736681
1645,195275.077142
1646,153572.07658
1647,160437.066326
1648,130963.564226
1649,142097.104035
1650,110636.1035
1651,120272.317819
1652,99056.6401769
1653,98622.0372194
1654,143690.959692
1655,133849.183314
1656,139832.85089
1657,145986.924884
1658,143466.034625
1659,116221.912567
1660,161048.161248
1661,473499.178424
1662,401964.89755
1663,393630.534015
1664,505255.862051
1665,312554.119294
1666,339185.929943
1667,381023.312209
1668,348681.306953
1669,306025.789044
1670,363936.416159
1671,252702.795611
1672,432375.179651
1673,285390.798703
1674,236309.794405
1675,188712.676374
1676,190661.050675
1677,219121.583057
1678,468715.649731
1679,412181.431116
1680,337414.599072
1681,253589.4947
1682,311482.614303
1683,178346.722551
1684,169598.924675
1685,170888.390571
1686,169244.931037
1687,169713.428038
1688,189622.361417
1689,193373.961602
1690,197841.000049
1691,186008.636993
1692,261009.553314
1693,171764.612593
1694,182158.10893
1695,166867.283291
1696,261877.980457
1697,172735.16002
1698,343352.348908
1699,309196.365441
1700,250875.14237
1701,270850.610292
1702,241415.844901
1703,236642.334998
1704,268813.38228
1705,235208.625918
1706,435697.866191
1707,216791.841656
1708,204380.544217
1709,270943.418511
1710,221174.563432
1711,268375.286145
1712,254811.12038
1713,288160.094233
1714,227671.079856
1715,211470.547972
1716,178173.975812
1717,172455.012145
1718,136662.001569
1719,207403.384251
1720,248104.902153
1721,164139.584495
1722,128633.504285
1723,157486.512825
1724,202964.587613
1725,234145.177378
1726,185185.357787
1727,155588.293049
1728,179656.242884
1729,169486.324661
1730,154830.757101
1731,121744.66354
1732,127176.143586
1733,113891.343177
1734,125765.983311
1735,126610.426617
1736,111064.420921
